Booster,Learning_Rate,Max_Depth,Gamma,Min_Child_Weight,Alpha,Predicted_MSE,Predicted_Pinball,Benchmark_MSE,Benchmark_Pinball,Temp_MSE
dart,0.75,15,0,1,1e-06,20750.116681265914,147.1135504379595,20512.404296915,193.59964930235552,1384.436219732987
dart,0.75,15,0,2,1e-06,20660.620149666604,147.0770071614575,20512.404296915,193.59964930235552,1408.7787710313737
dart,0.75,15,0,3,1e-06,20201.08175815404,145.0569058010871,20512.404296915,193.59964930235552,1399.6236205177256
dart,0.75,15,5,1,1e-06,20767.995731920222,147.1694730995429,20512.404296915,193.59964930235552,1397.7656300444532
dart,0.75,15,5,2,1e-06,20531.749867952512,146.34738475349596,20512.404296915,193.59964930235552,1421.5815195382079
dart,0.75,15,5,3,1e-06,20170.09262399139,145.82175096755472,20512.404296915,193.59964930235552,1412.4961659233295
dart,0.75,15,10,1,1e-06,20526.355309217834,147.70495998261882,20512.404296915,193.59964930235552,1388.1207167143966
dart,0.75,15,10,2,1e-06,20308.418273552234,146.1377581273882,20512.404296915,193.59964930235552,1391.7957276213165
dart,0.75,15,10,3,1e-06,20386.91183965069,147.06257093813494,20512.404296915,193.59964930235552,1395.9021152762937
dart,1,3,0,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,0,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,0,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,5,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,1,1e-06,16030.44267834368,126.20893209968403,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,2,1e-06,16033.557319252086,126.11957217761322,20512.404296915,193.59964930235552,988.0093168724846
dart,1,3,10,3,1e-06,16377.50803423555,127.67038463141118,20512.404296915,193.59964930235552,988.0093168724846
dart,1,10,0,1,1e-06,19112.757252316285,142.05594594408768,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,0,2,1e-06,18993.301150550058,140.99534033707334,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,0,3,1e-06,19808.356984960472,142.65942630339435,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,1,1e-06,19027.210411427393,140.50122335110248,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,2,1e-06,18955.066486083688,140.83535575395254,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,5,3,1e-06,19808.34606108264,142.27829347866432,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,1,1e-06,18979.34624925862,140.44699614408026,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,2,1e-06,18954.834657559444,140.8099473462782,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,10,10,3,1e-06,19753.355415661405,142.16359001559172,20512.404296915,193.59964930235552,1195.5361602457979
dart,1,15,0,1,1e-06,20147.420490813565,144.31217149241763,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,0,2,1e-06,20121.806470497217,144.1331357513614,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,0,3,1e-06,20073.188678713097,144.24255263966714,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,1,1e-06,20048.274707729026,143.58797967140563,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,2,1e-06,20074.43383163989,144.0257097586545,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,5,3,1e-06,20087.692367825635,144.22594006903506,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,1,1e-06,20049.972393171916,143.49549342432033,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,2,1e-06,20080.265476243672,143.9926575214312,20512.404296915,193.59964930235552,1194.1627447404164
dart,1,15,10,3,1e-06,20088.120333197592,144.15457695844003,20512.404296915,193.59964930235552,1194.1627447404164
